order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
1830036,1,2020-01-04,684747,17,138,1,EUR,Female,VIERZON,Centre,France,Europe,53,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,France,Martinique,350,2007-07-08,0.8971,499.99
1830037,1,2020-01-04,1860642,51,1442,5,USD,Female,Medford,Minnesota,United States,North America,50,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",The Phone Company,Gold,175.27,529,503,Touch Screen Phones,5,Cell phones,United States,Maine,1295,2010-01-01,1,2645
1830038,1,2020-01-04,510011,0,50,1,EUR,Male,Flensburg,Schleswig-Holstein,Germany,Europe,78,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,199.95,104,Recording Pen,1,Audio,Online,Online,0,2010-01-01,0.8971,199.95
1830038,2,2020-01-04,510011,0,1535,2,EUR,Male,Flensburg,Schleswig-Holstein,Germany,Europe,78,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,Black,123.24,268,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,0.8971,536
1830038,3,2020-01-04,510011,0,428,1,EUR,Male,Flensburg,Schleswig-Holstein,Germany,Europe,78,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.8971,969
1830038,4,2020-01-04,510011,0,61,2,EUR,Male,Flensburg,Schleswig-Holstein,Germany,Europe,78,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24,181,104,Recording Pen,1,Audio,Online,Online,0,2010-01-01,0.8971,362
1830039,1,2020-01-04,2061922,49,1660,1,USD,Male,Fayetteville,North Carolina,United States,North America,52,Contoso DVD 15-Inch Player Portable L200 White,Contoso,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Iowa,2000,2018-06-03,1,289.99
1830040,1,2020-01-04,2032411,0,47,2,USD,Male,Houston,Texas,United States,North America,85,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Black,76.45,149.95,104,Recording Pen,1,Audio,Online,Online,0,2010-01-01,1,299.9
1830040,2,2020-01-04,2032411,0,1151,2,USD,Male,Houston,Texas,United States,North America,85,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,Fabrikam,Black,209.03,410,405,Camcorders,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,820
1830040,3,2020-01-04,2032411,0,444,2,USD,Male,Houston,Texas,United States,North America,85,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,1838
1830041,1,2020-01-04,1589445,43,429,3,USD,Female,Camden,New Jersey,United States,North America,67,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Brown,275.87,599.9,303,Desktops,3,Computers,United States,Alaska,1190,2015-01-01,1,1799.7
1830041,2,2020-01-04,1589445,43,774,3,USD,Female,Camden,New Jersey,United States,North America,67,Contoso USB Optical Mouse E200 Blue,Contoso,Blue,7.9,15.5,308,Computers Accessories,3,Computers,United States,Alaska,1190,2015-01-01,1,46.5
1830041,3,2020-01-04,1589445,43,245,3,USD,Female,Camden,New Jersey,United States,North America,67,Contoso Home Theater System 5.1 Channel M1510 Black,Contoso,Black,224.87,489,203,Home Theater System,2,TV and Video,United States,Alaska,1190,2015-01-01,1,1467
1830042,1,2020-01-04,1800847,0,1289,5,USD,Female,White River Junction,New Hampshire,United States,North America,51,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,389.95
1830042,2,2020-01-04,1800847,0,1484,1,USD,Female,White River Junction,New Hampshire,United States,North America,51,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Grey,95.65,208,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,208
1830042,3,2020-01-04,1800847,0,1385,6,USD,Female,White River Junction,New Hampshire,United States,North America,51,Contoso Multi-line phones M30 Grey,Contoso,Grey,10.57,22.99,501,Home & Office Phones,5,Cell phones,Online,Online,0,2010-01-01,1,137.94
1830043,1,2020-01-04,1336583,0,1657,1,USD,Female,Grand Isle,Louisiana,United States,North America,48,Contoso DVD 12-Inch Player Portable M400 White,Contoso,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,179.99
1830044,1,2020-01-04,1248024,65,1377,1,USD,Female,New York,New York,United States,North America,72,Contoso Phone for MSN E200 White,Contoso,White,8.16,16,501,Home & Office Phones,5,Cell phones,United States,West Virginia,1785,2012-01-01,1,16
1830044,2,2020-01-04,1248024,65,1026,4,USD,Female,New York,New York,United States,North America,72,A. Datum Point Shoot Digital Camera M500 Green,A. Datum,Green,91.05,198,401,Digital Cameras,4,Cameras and camcorders,United States,West Virginia,1785,2012-01-01,1,792
1830044,3,2020-01-04,1248024,65,1460,7,USD,Female,New York,New York,United States,North America,72,Contoso Touch Screen Phones Infrared M901 Black,Contoso,Black,137.96,300,503,Touch Screen Phones,5,Cell phones,United States,West Virginia,1785,2012-01-01,1,2100
1830045,1,2020-01-04,1298070,0,1276,2,USD,Male,Oakland,California,United States,North America,45,Contoso Digital Cameras Lightweight Tripod E316 Pink,Contoso,Pink,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,104.26
1830045,2,2020-01-04,1298070,0,2497,1,USD,Male,Oakland,California,United States,North America,45,Headphone Adapter for Contoso Phone E130 White,Contoso,White,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,0,2010-01-01,1,9.99
1830046,1,2020-01-04,295102,9,45,2,CAD,Female,Weyburn,Saskatchewan,Canada,North America,80,Contoso 16GB New Generation MP5 Player M1650 Pink,Contoso,Pink,106.69,232,101,MP4&MP3,1,Audio,Canada,Northwest Territories,1500,2005-03-04,1.2982,464
1830047,1,2020-01-04,2052752,59,1432,2,USD,Female,Angola,Indiana,United States,North America,39,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,137.96,300,503,Touch Screen Phones,5,Cell phones,United States,Oregon,2000,2012-08-08,1,600
1830047,2,2020-01-04,2052752,59,1644,2,USD,Female,Angola,Indiana,United States,North America,39,Contoso DVD External DVD Burner M200 Blue,Contoso,Blue,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Oregon,2000,2012-08-08,1,115.76
1830047,3,2020-01-04,2052752,59,448,1,USD,Female,Angola,Indiana,United States,North America,39,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,137.6,269.9,303,Desktops,3,Computers,United States,Oregon,2000,2012-08-08,1,269.9
1830048,1,2020-01-04,574327,0,2009,5,EUR,Male,Rüdersdorf,Brandenburg,Germany,Europe,60,Fabrikam Microwave 1.6CuFt M1250 Black,Fabrikam,Black,82.77,179.99,803,Microwaves,8,Home Appliances,Online,Online,0,2010-01-01,0.8971,899.95
1830049,1,2020-01-04,1813551,66,1572,7,USD,Male,Casper,Wyoming,United States,North America,36,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Wyoming,840,2014-01-01,1,405.93
1830049,2,2020-01-04,1813551,66,437,1,USD,Male,Casper,Wyoming,United States,North America,36,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,White,254.86,499.9,303,Desktops,3,Computers,United States,Wyoming,840,2014-01-01,1,499.9
1830049,3,2020-01-04,1813551,66,18,1,USD,Male,Casper,Wyoming,United States,North America,36,Contoso 8GB Super-Slim MP3/Video Player M800 Green,Contoso,Green,50.56,109.95,101,MP4&MP3,1,Audio,United States,Wyoming,840,2014-01-01,1,109.95
1830049,5,2020-01-04,1813551,66,1442,1,USD,Male,Casper,Wyoming,United States,North America,36,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",The Phone Company,Gold,175.27,529,503,Touch Screen Phones,5,Cell phones,United States,Wyoming,840,2014-01-01,1,529
1830049,6,2020-01-04,1813551,66,1706,2,USD,Male,Casper,Wyoming,United States,North America,36,SV Hand Games women M40 Silver,Southridge Video,Silver,4.08,8.88,701,Boxed Games,7,Games and Toys,United States,Wyoming,840,2014-01-01,1,17.76
1830050,1,2020-01-04,1203511,0,503,2,USD,Male,Charlotte,North Carolina,United States,North America,88,Adventure Works LCD24 X300 White,Adventure Works,White,271.35,819,304,Monitors,3,Computers,Online,Online,0,2010-01-01,1,1638
1830051,1,2020-01-04,382960,0,88,3,CAD,Female,Winnipeg,Manitoba,Canada,North America,23,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,149.99,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1.2982,449.97
1830051,2,2020-01-04,382960,0,453,2,CAD,Female,Winnipeg,Manitoba,Canada,North America,23,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,117.21,229.9,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1.2982,459.8
1830051,3,2020-01-04,382960,0,538,1,CAD,Female,Winnipeg,Manitoba,Canada,North America,23,WWI CRT17 E106 White,Wide World Importers,White,50.47,99,304,Monitors,3,Computers,Online,Online,0,2010-01-01,1.2982,99
1830052,1,2020-01-04,1882594,59,426,2,USD,Female,Burbank,California,United States,North America,38,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,254.86,499.9,303,Desktops,3,Computers,United States,Oregon,2000,2012-08-08,1,999.8
1830052,2,2020-01-04,1882594,59,1639,1,USD,Female,Burbank,California,United States,North America,38,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Oregon,2000,2012-08-08,1,9.99
1830052,3,2020-01-04,1882594,59,349,4,USD,Female,Burbank,California,United States,North America,38,Fabrikam Laptop10.1 M0100 White,Fabrikam,White,195.26,383,301,Laptops,3,Computers,United States,Oregon,2000,2012-08-08,1,1532
1830052,4,2020-01-04,1882594,59,1745,2,USD,Female,Burbank,California,United States,North America,38,MGS MechWarrior 4 Mach Packs X100,Tailspin Toys,Blue,36.11,109,702,Download Games,7,Games and Toys,United States,Oregon,2000,2012-08-08,1,218
1830052,5,2020-01-04,1882594,59,1428,7,USD,Female,Burbank,California,United States,North America,38,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",The Phone Company,Grey,123.24,268,503,Touch Screen Phones,5,Cell phones,United States,Oregon,2000,2012-08-08,1,1876
1830052,6,2020-01-04,1882594,59,1628,1,USD,Female,Burbank,California,United States,North America,38,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Oregon,2000,2012-08-08,1,13.89
1830053,1,2020-01-04,563344,23,404,3,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,Proseware Laptop19 X910 Black,Proseware,Black,430.38,1299,301,Laptops,3,Computers,Germany,Hamburg,1365,2010-01-01,0.8971,3897
1830053,2,2020-01-04,563344,23,110,7,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Blue,61.16,132.99,106,Bluetooth Headphones,1,Audio,Germany,Hamburg,1365,2010-01-01,0.8971,930.93
1830053,3,2020-01-04,563344,23,1699,3,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,SV Hand Games men M30 Red,Southridge Video,Red,3.16,6.88,701,Boxed Games,7,Games and Toys,Germany,Hamburg,1365,2010-01-01,0.8971,20.64
1830053,4,2020-01-04,563344,23,1485,5,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,The Phone Company,Grey,105.77,230,504,Smart phones & PDAs,5,Cell phones,Germany,Hamburg,1365,2010-01-01,0.8971,1150
1830053,5,2020-01-04,563344,23,401,1,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,WWI Laptop8.9 E0089 White,Wide World Importers,White,166.2,326,301,Laptops,3,Computers,Germany,Hamburg,1365,2010-01-01,0.8971,326
1830053,6,2020-01-04,563344,23,1797,1,EUR,Female,Burbach,Nordrhein-Westfalen,Germany,Europe,29,MGS Freelancer 2009 E153,Tailspin Toys,Silver,21.92,43,702,Download Games,7,Games and Toys,Germany,Hamburg,1365,2010-01-01,0.8971,43
1830054,1,2020-01-04,619018,17,1116,10,EUR,Female,PALAISEAU,Île-de-France,France,Europe,72,Fabrikam SLR Camera X147 Grey,Fabrikam,Grey,213.7,645,402,Digital SLR Cameras,4,Cameras and camcorders,France,Martinique,350,2007-07-08,0.8971,6450
1830054,2,2020-01-04,619018,17,185,1,EUR,Female,PALAISEAU,Île-de-France,France,Europe,72,SV 22xDVD X680 Silver,Southridge Video,Silver,55.99,169,202,VCD & DVD,2,TV and Video,France,Martinique,350,2007-07-08,0.8971,169
1830055,1,2020-01-04,350979,10,2517,1,CAD,Female,Gibsons,British Columbia,Canada,North America,33,Contoso In-Line Coupler E180 Silver,Contoso,Silver,1.71,3.35,505,Cell phones Accessories,5,Cell phones,Canada,Nunavut,1210,2015-04-04,1.2982,3.35
1830055,2,2020-01-04,350979,10,509,1,CAD,Female,Gibsons,British Columbia,Canada,North America,33,Adventure Works LCD19 E108 White,Adventure Works,White,70.87,139,304,Monitors,3,Computers,Canada,Nunavut,1210,2015-04-04,1.2982,139
1830055,3,2020-01-04,350979,10,1731,5,CAD,Female,Gibsons,British Columbia,Canada,North America,33,MGS King& Myths: The Age Collection M340,Tailspin Toys,Black,33.32,72.45,702,Download Games,7,Games and Toys,Canada,Nunavut,1210,2015-04-04,1.2982,362.25
1830056,1,2020-01-04,2053617,51,1086,1,USD,Female,Fort Myers,Florida,United States,North America,55,Contoso SLR Camera M143 Grey,Contoso,Grey,139.8,304,402,Digital SLR Cameras,4,Cameras and camcorders,United States,Maine,1295,2010-01-01,1,304
1830056,2,2020-01-04,2053617,51,973,3,USD,Female,Fort Myers,Florida,United States,North America,55,A. Datum Rangefinder Digital Camera X200 Pink,A. Datum,Pink,66.26,200,401,Digital Cameras,4,Cameras and camcorders,United States,Maine,1295,2010-01-01,1,600
1830056,3,2020-01-04,2053617,51,1369,2,USD,Female,Fort Myers,Florida,United States,North America,55,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,White,20.15,43.81,501,Home & Office Phones,5,Cell phones,United States,Maine,1295,2010-01-01,1,87.62
1830057,1,2020-01-04,830137,31,424,7,EUR,Male,Haarlem,Noord-Holland,Netherlands,Europe,61,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,Netherlands,Drenthe,1085,2012-01-07,0.8971,1889.65
1830057,2,2020-01-04,830137,31,1289,3,EUR,Male,Haarlem,Noord-Holland,Netherlands,Europe,61,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Netherlands,Drenthe,1085,2012-01-07,0.8971,233.97
1830058,1,2020-01-04,1605350,64,142,3,USD,Female,Savage,Washington DC,United States,North America,38,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Black,152.94,299.99,201,Televisions,2,TV and Video,United States,Washington DC,1330,2010-01-01,1,899.97
1830058,2,2020-01-04,1605350,64,1771,5,USD,Female,Savage,Washington DC,United States,North America,38,MGS Age of Empires III: The Asian Dynasties 2009 E127,Tailspin Toys,White,17.33,34,702,Download Games,7,Games and Toys,United States,Washington DC,1330,2010-01-01,1,170
1830059,1,2020-01-04,1049861,37,426,1,GBP,Male,LARG,Wigtownshire,United Kingdom,Europe,25,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,254.86,499.9,303,Desktops,3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,499.9
1830059,2,2020-01-04,1049861,37,149,1,GBP,Male,LARG,Wigtownshire,United Kingdom,Europe,25,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,392.6,1184.97,201,Televisions,2,TV and Video,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,1184.97
1830060,1,2020-01-04,1458350,64,2103,1,USD,Male,Sacramento,California,United States,North America,68,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,258.99,508,804,Water Heaters,8,Home Appliances,United States,Washington DC,1330,2010-01-01,1,508
1830060,2,2020-01-04,1458350,64,471,1,USD,Male,Sacramento,California,United States,North America,68,Proseware LCD15 E103 Black,Proseware,Black,50.47,99,304,Monitors,3,Computers,United States,Washington DC,1330,2010-01-01,1,99
1830061,1,2020-01-04,1810391,44,1753,2,USD,Female,Little Rock,Arkansas,United States,North America,68,MGS Racing Madness 2 M370,Tailspin Toys,Pink,40.93,89,702,Download Games,7,Games and Toys,United States,Arkansas,2000,2010-06-03,1,178
1830062,1,2020-01-04,1602459,48,457,8,USD,Male,Englewood,Colorado,United States,North America,79,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.14,219.95,303,Desktops,3,Computers,United States,Idaho,1540,2012-12-15,1,1759.6
1830063,1,2020-01-04,2090514,0,1019,2,USD,Female,Hyannis,Massachusetts,United States,North America,60,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,A. Datum,Green,88.79,268,401,Digital Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,536
1830063,2,2020-01-04,2090514,0,444,1,USD,Female,Hyannis,Massachusetts,United States,North America,60,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,919
1830064,1,2020-01-04,543834,23,453,2,EUR,Male,Schulzendorf,Brandenburg,Germany,Europe,34,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,117.21,229.9,303,Desktops,3,Computers,Germany,Hamburg,1365,2010-01-01,0.8971,459.8
1830064,2,2020-01-04,543834,23,1116,3,EUR,Male,Schulzendorf,Brandenburg,Germany,Europe,34,Fabrikam SLR Camera X147 Grey,Fabrikam,Grey,213.7,645,402,Digital SLR Cameras,4,Cameras and camcorders,Germany,Hamburg,1365,2010-01-01,0.8971,1935
1830065,1,2020-01-04,305349,10,1370,2,CAD,Male,Surrey,British Columbia,Canada,North America,51,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,White,21.82,47.44,501,Home & Office Phones,5,Cell phones,Canada,Nunavut,1210,2015-04-04,1.2982,94.88
1830065,2,2020-01-04,305349,10,1580,3,CAD,Male,Surrey,British Columbia,Canada,North America,51,SV DVD Recorder L230 Grey,Southridge Video,Grey,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Nunavut,1210,2015-04-04,1.2982,657
1830065,3,2020-01-04,305349,10,1665,2,CAD,Male,Surrey,British Columbia,Canada,North America,51,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,701,Boxed Games,7,Games and Toys,Canada,Nunavut,1210,2015-04-04,1.2982,9.98
1830065,4,2020-01-04,305349,10,1709,4,CAD,Male,Surrey,British Columbia,Canada,North America,51,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,Canada,Nunavut,1210,2015-04-04,1.2982,280.52
1830066,1,2020-01-04,1365045,61,1613,5,USD,Male,Knightdale,North Carolina,United States,North America,54,SV DVD 7-Inch Player Portable E200 White,Southridge Video,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,South Carolina,2000,2012-12-15,1,549.95
1830066,2,2020-01-04,1365045,61,1042,3,USD,Male,Knightdale,North Carolina,United States,North America,54,A. Datum Point Shoot Digital Camera M500 Silver Grey,A. Datum,Silver Grey,91.05,198,401,Digital Cameras,4,Cameras and camcorders,United States,South Carolina,2000,2012-12-15,1,594
1830067,1,2020-01-04,1492176,49,444,1,USD,Female,Otho,Iowa,United States,North America,30,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919,303,Desktops,3,Computers,United States,Iowa,2000,2018-06-03,1,919
1830068,1,2020-01-04,389303,9,854,4,CAD,Male,Fort St John,British Columbia,Canada,North America,38,Contoso Multimedia Speakers M25 Brown,Contoso,Brown,59.32,129,308,Computers Accessories,3,Computers,Canada,Northwest Territories,1500,2005-03-04,1.2982,516
1830068,2,2020-01-04,389303,9,1279,2,CAD,Male,Fort St John,British Columbia,Canada,North America,38,Contoso General Soft Carrying Case E318 Black,Contoso,Black,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Canada,Northwest Territories,1500,2005-03-04,1.2982,29.98
1830068,3,2020-01-04,389303,9,1607,1,CAD,Male,Fort St John,British Columbia,Canada,North America,38,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Northwest Territories,1500,2005-03-04,1.2982,179.99
1830069,1,2020-01-04,109977,5,2169,2,AUD,Male,BENDIGO FORWARD,Victoria,Australia,Australia,76,Fabrikam Coffee Maker 4C E080 Black,Fabrikam,Black,66.23,129.9,805,Coffee Machines,8,Home Appliances,Australia,Victoria,2000,2015-12-09,1.4381,259.8
1830069,2,2020-01-04,109977,5,1619,1,AUD,Male,BENDIGO FORWARD,Victoria,Australia,Australia,76,Contoso DVD Player M130 Grey,Contoso,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Victoria,2000,2015-12-09,1.4381,59.99
1830070,1,2020-01-04,1886071,44,453,1,USD,Male,Little Rock,Arkansas,United States,North America,65,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,117.21,229.9,303,Desktops,3,Computers,United States,Arkansas,2000,2010-06-03,1,229.9
1830071,1,2020-01-04,1147136,37,1047,1,GBP,Male,STANTON,St Edmundsbury,United Kingdom,Europe,88,"A. Datum SLR Camera 35"" M358 Black",A. Datum,Black,155.43,338,402,Digital SLR Cameras,4,Cameras and camcorders,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,338
1830071,2,2020-01-04,1147136,37,417,1,GBP,Male,STANTON,St Edmundsbury,United Kingdom,Europe,88,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,275.46,599,303,Desktops,3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,599
1830071,3,2020-01-04,1147136,37,421,10,GBP,Male,STANTON,St Edmundsbury,United Kingdom,Europe,88,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Silver,215.68,469,303,Desktops,3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,4690
1830071,4,2020-01-04,1147136,37,444,3,GBP,Male,STANTON,St Edmundsbury,United Kingdom,Europe,88,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919,303,Desktops,3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,2757
1830072,1,2020-01-04,1489156,0,118,1,USD,Male,Bryn Mawr,Pennsylvania,United States,North America,22,"Adventure Works 20"" CRT TV E15 White",Adventure Works,White,86.67,169.99,201,Televisions,2,TV and Video,Online,Online,0,2010-01-01,1,169.99
1830073,1,2020-01-04,579330,21,67,5,EUR,Female,Grönenbach,Freistaat Bayern,Germany,Europe,52,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Black,13.1,25.69,106,Bluetooth Headphones,1,Audio,Germany,Freie Hansestadt Bremen,560,2018-06-03,0.8971,128.45
1830075,1,2020-01-04,1706433,56,458,6,USD,Male,Rindge,New Hampshire,United States,North America,71,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,229.9,303,Desktops,3,Computers,United States,New Hampshire,1260,2015-01-01,1,1379.4
1830075,2,2020-01-04,1706433,56,1609,2,USD,Male,Rindge,New Hampshire,United States,North America,71,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,New Hampshire,1260,2015-01-01,1,519.98
1830075,3,2020-01-04,1706433,56,627,4,USD,Male,Rindge,New Hampshire,United States,North America,71,WWI Projector 480p DLP12 White,Wide World Importers,White,254.4,499,305,Projectors & Screens,3,Computers,United States,New Hampshire,1260,2015-01-01,1,1996
1830075,4,2020-01-04,1706433,56,1144,1,USD,Male,Rindge,New Hampshire,United States,North America,71,"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue",Fabrikam,Blue,275.92,600,405,Camcorders,4,Cameras and camcorders,United States,New Hampshire,1260,2015-01-01,1,600
1830075,5,2020-01-04,1706433,56,1605,2,USD,Male,Rindge,New Hampshire,United States,North America,71,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,New Hampshire,1260,2015-01-01,1,579.98
1830075,6,2020-01-04,1706433,56,1797,1,USD,Male,Rindge,New Hampshire,United States,North America,71,MGS Freelancer 2009 E153,Tailspin Toys,Silver,21.92,43,702,Download Games,7,Games and Toys,United States,New Hampshire,1260,2015-01-01,1,43
1830075,7,2020-01-04,1706433,56,1709,1,USD,Male,Rindge,New Hampshire,United States,North America,71,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,United States,New Hampshire,1260,2015-01-01,1,70.13
1830076,1,2020-01-04,717492,0,1442,2,EUR,Female,Villamaina,Avellino,Italy,Europe,67,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",The Phone Company,Gold,175.27,529,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,0.8971,1058
1830076,2,2020-01-04,717492,0,416,1,EUR,Female,Villamaina,Avellino,Italy,Europe,67,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.8971,969
1830077,1,2020-01-04,428561,27,431,3,EUR,Male,Sachsen,Freistaat Bayern,Germany,Europe,87,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Brown,188.13,369,303,Desktops,3,Computers,Germany,Sachsen-Anhalt,2000,2008-08-08,0.8971,1107
1830078,1,2020-01-04,1973634,50,1537,4,USD,Female,Salina,Kansas,United States,North America,62,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,Black,121.93,368,504,Smart phones & PDAs,5,Cell phones,United States,Kansas,2000,2008-03-06,1,1472
1830079,1,2020-01-04,1704454,0,202,4,USD,Female,Raleigh,North Carolina,United States,North America,40,Litware Home Theater System 5.1 Channel M513 Black,Litware,Black,316.85,689,203,Home Theater System,2,TV and Video,Online,Online,0,2010-01-01,1,2756
1830079,2,2020-01-04,1704454,0,4,3,USD,Female,Raleigh,North Carolina,United States,North America,40,Contoso 2G MP3 Player E200 Silver,Contoso,Silver,11,21.57,101,MP4&MP3,1,Audio,Online,Online,0,2010-01-01,1,64.71
1830080,1,2020-01-04,1431209,0,399,2,USD,Female,Richmond,Virginia,United States,North America,64,WWI Laptop16 M0160 White,Wide World Importers,White,275.46,599,301,Laptops,3,Computers,Online,Online,0,2010-01-01,1,1198
1830080,2,2020-01-04,1431209,0,115,3,USD,Female,Richmond,Virginia,United States,North America,64,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Silver,82.83,249.99,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,749.97
